,sitename,speciescode,vals,year,GLOB,MANO,RION,ECSP,ALAR,svl
829,SiteC,PSRE,9,2011,4,2,4,2,4,1.41786900542
830,SiteC,PSRE,10,2011,1,3,2,2,2,6.60465627815
831,SiteC,PSRE,11,2011,2,1,2,2,1,3.01473775707
832,SiteC,PSRE,12,2011,5,2,2,0,1,2.95161681941
833,SiteC,PSRE,13,2011,1,2,3,2,2,5.59154555885
834,SiteC,PSRE,14,2011,0,1,2,4,0,2.30708118331
835,SiteC,PSRE,15,2011,2,4,2,3,3,1.15279729138
836,SiteC,PSRE,16,2011,1,1,3,1,5,2.36815912446
837,SiteC,PSRE,17,2011,3,1,4,2,1,8.77234897372
838,SiteC,PSRE,18,2011,2,1,2,2,0,1.66028627104
839,SiteC,PSRE,19,2011,2,1,0,2,2,5.15727620375
840,SiteC,RACA,0,2011,3,4,3,1,1,3.2075968198
841,SiteC,RACA,1,2011,2,2,3,2,2,4.46691300065
842,SiteC,RACA,2,2011,2,6,2,2,2,6.31666692312
843,SiteC,RACA,3,2011,3,4,3,4,2,0.895176842365
844,SiteC,RACA,4,2011,0,1,4,4,0,2.91009521418
845,SiteC,RACA,5,2011,0,3,4,3,0,4.08184746493
846,SiteC,RACA,6,2011,2,2,3,1,2,0.81230666677
847,SiteC,RACA,7,2011,2,2,3,2,4,1.05254600619
848,SiteC,RACA,8,2011,3,4,4,2,3,4.45610193172
849,SiteC,RACA,9,2011,1,1,1,4,0,0.622243117492
850,SiteC,RACA,10,2011,3,0,2,3,1,0.491214472452
851,SiteC,RACA,11,2011,2,0,1,2,1,2.79027588398
852,SiteC,RACA,12,2011,2,2,0,0,2,0.440250226443
853,SiteC,RACA,13,2011,1,3,2,2,1,2.73570476556
854,SiteC,RACA,14,2011,0,3,1,1,3,7.55471884576
855,SiteC,RACA,15,2011,0,2,1,3,1,2.68021881655
856,SiteC,RACA,16,2011,2,2,2,1,1,7.13852416804
857,SiteC,RACA,17,2011,5,5,1,0,0,4.58329786979
858,SiteC,RACA,18,2011,0,2,2,2,3,4.1490594039
859,SiteC,RACA,19,2011,4,2,2,5,1,1.98614188692
860,SiteC,TATO,0,2011,0,1,2,3,1,12.7990371031
861,SiteC,TATO,1,2011,5,3,3,2,2,0.435518268094
862,SiteC,TATO,2,2011,4,2,3,2,1,0.584615644934
863,SiteC,TATO,3,2011,2,3,2,1,0,3.23698166231
864,SiteC,TATO,4,2011,3,5,1,1,2,2.83032326268
865,SiteC,TATO,5,2011,2,1,2,1,4,26.2691184569
866,SiteC,TATO,6,2011,1,1,1,0,1,2.57588028742
867,SiteC,TATO,7,2011,4,3,3,0,3,4.33625635114
868,SiteC,TATO,8,2011,1,2,1,2,3,2.95145666997
869,SiteC,TATO,9,2011,1,2,2,4,2,3.52940540873
870,SiteC,TATO,10,2011,2,1,3,3,3,13.8123620915
871,SiteC,TATO,11,2011,3,0,2,1,4,2.53583039146
872,SiteC,TATO,12,2011,3,2,2,2,3,2.03828378838
873,SiteC,TATO,13,2011,1,1,3,2,0,6.75133939596
874,SiteC,TATO,14,2011,0,5,2,0,2,1.77913802404
875,SiteC,TATO,15,2011,3,3,2,3,2,1.68004405292
876,SiteC,TATO,16,2011,3,3,3,3,1,1.26387096231
877,SiteC,TATO,17,2011,1,2,2,0,1,0.727731076899
878,SiteC,TATO,18,2011,3,2,3,4,1,15.3097358669
879,SiteC,TATO,19,2011,3,3,1,2,2,20.1106403118
880,SiteC,TAGR,0,2011,3,1,1,4,6,10.3697031928
881,SiteC,TAGR,1,2011,0,0,0,3,0,0.392176320569
882,SiteC,TAGR,2,2011,1,4,0,2,0,6.07744339065
883,SiteC,TAGR,3,2011,4,2,3,3,2,0.283741882446
884,SiteC,TAGR,4,2011,5,1,2,2,0,4.3232552419
885,SiteC,TAGR,5,2011,2,1,1,1,1,0.503438998716
886,SiteC,TAGR,6,2011,0,0,2,3,0,4.03639220244
887,SiteC,TAGR,7,2011,0,0,2,2,2,2.68839539912
888,SiteC,TAGR,8,2011,4,2,2,1,3,1.7280813135
889,SiteC,TAGR,9,2011,5,1,2,1,3,0.45347020122
890,SiteC,TAGR,10,2011,2,1,2,3,0,0.83395381182
891,SiteC,TAGR,11,2011,3,5,3,2,2,1.99643643383
892,SiteC,TAGR,12,2011,1,4,1,2,0,2.26208155961
893,SiteC,TAGR,13,2011,1,3,1,2,2,0.933933182341
894,SiteC,TAGR,14,2011,4,3,1,2,1,3.17220879895
895,SiteC,TAGR,15,2011,2,6,2,3,3,3.98535279965
896,SiteC,TAGR,16,2011,2,2,2,1,0,4.63144038622
897,SiteC,TAGR,17,2011,0,1,3,1,1,25.801964451
898,SiteC,TAGR,18,2011,2,2,0,6,1,0.807878227195
899,SiteC,TAGR,19,2011,1,5,1,3,1,3.18017690773
900,SiteA,BUBO,0,2012,1,2,2,1,1,1.6197603808
901,SiteA,BUBO,1,2012,1,2,1,1,2,1.13595147166
902,SiteA,BUBO,2,2012,4,1,3,1,5,2.1276782796
903,SiteA,BUBO,3,2012,2,0,0,6,1,1.07057975038
904,SiteA,BUBO,4,2012,3,3,1,2,2,0.740060438607
905,SiteA,BUBO,5,2012,3,1,2,1,4,7.74318692878
906,SiteA,BUBO,6,2012,5,7,0,0,2,1.4700495348
907,SiteA,BUBO,7,2012,2,2,2,2,6,0.553218786912
908,SiteA,BUBO,8,2012,1,2,1,1,2,1.87396496469
909,SiteA,BUBO,9,2012,0,0,5,3,5,4.64009550724
910,SiteA,BUBO,10,2012,2,5,3,1,3,0.318187244668
911,SiteA,BUBO,11,2012,3,4,2,0,3,3.04306685531
912,SiteA,BUBO,12,2012,2,0,2,2,3,1.28170006166
913,SiteA,BUBO,13,2012,1,3,1,2,2,4.36340917375
914,SiteA,BUBO,14,2012,7,1,6,3,2,1.34745734273
915,SiteA,BUBO,15,2012,3,0,1,0,1,37.6903768524
916,SiteA,BUBO,16,2012,3,3,4,2,0,4.63515345948
917,SiteA,BUBO,17,2012,2,3,1,4,2,2.16821744928
918,SiteA,BUBO,18,2012,4,1,2,1,6,13.1164338847
919,SiteA,BUBO,19,2012,1,2,0,0,2,3.54679948768
920,SiteA,PSRE,0,2012,4,2,2,1,0,6.82572893422
921,SiteA,PSRE,1,2012,2,3,8,2,1,1.2458792969
922,SiteA,PSRE,2,2012,1,0,1,0,1,5.36440274043
923,SiteA,PSRE,3,2012,2,2,3,2,7,0.257865125405
924,SiteA,PSRE,4,2012,2,3,3,3,0,3.60599202618
925,SiteA,PSRE,5,2012,5,3,2,1,0,7.7218113679
926,SiteA,PSRE,6,2012,0,5,2,3,2,4.42212144552
927,SiteA,PSRE,7,2012,1,1,3,4,0,1.90449467955
928,SiteA,PSRE,8,2012,4,4,1,3,2,1.32952338726
929,SiteA,PSRE,9,2012,2,2,3,0,3,1.26557399958
930,SiteA,PSRE,10,2012,2,2,3,1,2,1.90391323825
931,SiteA,PSRE,11,2012,2,2,3,1,1,3.49864635917
932,SiteA,PSRE,12,2012,1,1,3,2,1,1.13355330095
933,SiteA,PSRE,13,2012,3,4,2,3,1,0.915826849081
934,SiteA,PSRE,14,2012,0,2,2,1,1,3.44869624275
935,SiteA,PSRE,15,2012,2,0,3,0,2,3.00765951665
936,SiteA,PSRE,16,2012,2,2,2,2,0,1.81440630186
937,SiteA,PSRE,17,2012,2,1,2,2,1,1.02288212952
938,SiteA,PSRE,18,2012,5,3,5,1,3,1.76461363715
939,SiteA,PSRE,19,2012,3,4,0,2,3,1.76436161368
940,SiteA,RACA,0,2012,0,2,3,1,1,9.67532606261
941,SiteA,RACA,1,2012,2,5,3,1,4,10.5466928322
942,SiteA,RACA,2,2012,3,0,1,2,1,0.709255808965
943,SiteA,RACA,3,2012,1,3,2,1,1,9.0049632554
944,SiteA,RACA,4,2012,2,2,2,3,1,2.43754987312
945,SiteA,RACA,5,2012,1,2,2,1,0,3.08659246549
946,SiteA,RACA,6,2012,3,2,5,5,6,0.456098667489
947,SiteA,RACA,7,2012,2,1,1,1,2,3.19197873328
948,SiteA,RACA,8,2012,6,5,0,2,1,1.04653256025
949,SiteA,RACA,9,2012,0,1,3,2,2,1.00488180477
950,SiteA,RACA,10,2012,2,4,1,5,0,1.84588178352
951,SiteA,RACA,11,2012,5,1,2,1,1,9.44839525062
952,SiteA,RACA,12,2012,1,4,3,1,0,40.7412782303
953,SiteA,RACA,13,2012,5,1,2,2,3,8.36789694878
954,SiteA,RACA,14,2012,0,2,4,2,3,5.33529922523
955,SiteA,RACA,15,2012,2,2,3,3,3,1.56799185476
956,SiteA,RACA,16,2012,3,4,2,2,4,0.83286306985
957,SiteA,RACA,17,2012,1,4,2,2,3,5.79113453703
958,SiteA,RACA,18,2012,2,5,2,6,1,1.65336377149
959,SiteA,RACA,19,2012,2,3,1,3,5,1.14330035812
960,SiteA,TATO,0,2012,1,2,4,1,1,5.52143186622
961,SiteA,TATO,1,2012,2,0,0,1,3,40.6606976816
962,SiteA,TATO,2,2012,1,2,0,1,0,20.2502565072
963,SiteA,TATO,3,2012,1,3,1,3,3,2.48356582086
964,SiteA,TATO,4,2012,1,2,0,1,3,1.66863974685
965,SiteA,TATO,5,2012,2,2,2,1,1,2.28485678486
966,SiteA,TATO,6,2012,1,3,4,0,2,2.61446072372
967,SiteA,TATO,7,2012,3,3,1,3,1,4.59449975815
968,SiteA,TATO,8,2012,2,0,1,3,1,3.86667717834
969,SiteA,TATO,9,2012,1,4,2,2,2,2.56222144882
970,SiteA,TATO,10,2012,4,1,1,2,2,0.877564613002
971,SiteA,TATO,11,2012,3,3,2,2,2,5.0753021038
972,SiteA,TATO,12,2012,1,4,1,2,2,3.18937438651
973,SiteA,TATO,13,2012,2,2,2,3,1,4.62236674627
974,SiteA,TATO,14,2012,4,2,4,1,5,1.03382187001
975,SiteA,TATO,15,2012,2,3,2,3,0,5.08033171396
976,SiteA,TATO,16,2012,1,3,4,1,1,2.43163276336
977,SiteA,TATO,17,2012,1,1,1,4,1,3.20144647326
978,SiteA,TATO,18,2012,2,0,0,1,1,3.98225140829
979,SiteA,TATO,19,2012,7,3,2,4,3,3.28428778697
980,SiteA,TAGR,0,2012,3,3,3,4,1,1.86797349197
981,SiteA,TAGR,1,2012,3,4,1,1,2,3.06206984884
982,SiteA,TAGR,2,2012,1,1,1,2,3,1.04274744491
983,SiteA,TAGR,3,2012,2,4,1,3,2,1.72797141889
984,SiteA,TAGR,4,2012,1,3,2,0,1,6.8137131367
985,SiteA,TAGR,5,2012,1,2,0,4,4,1.52260577458
986,SiteA,TAGR,6,2012,4,2,4,1,5,1.99702220568
987,SiteA,TAGR,7,2012,4,1,1,3,3,0.792199464361
988,SiteA,TAGR,8,2012,2,4,1,2,2,5.05803550046
989,SiteA,TAGR,9,2012,3,1,1,1,2,2.62989595586
990,SiteA,TAGR,10,2012,1,3,1,1,1,5.15677598815
991,SiteA,TAGR,11,2012,0,1,6,5,1,1.99271944211
992,SiteA,TAGR,12,2012,3,1,2,2,2,1.09720822446
993,SiteA,TAGR,13,2012,0,2,2,3,2,5.36012934431
994,SiteA,TAGR,14,2012,1,2,4,3,2,9.29615977099
995,SiteA,TAGR,15,2012,1,1,1,0,3,14.8924156754
996,SiteA,TAGR,16,2012,1,3,2,1,1,1.63860761549
997,SiteA,TAGR,17,2012,1,3,1,3,5,5.28454183627
998,SiteA,TAGR,18,2012,0,2,3,2,1,6.47295273439
999,SiteA,TAGR,19,2012,5,1,1,4,2,2.5774174859
1000,SiteB,BUBO,0,2012,4,4,1,2,0,15.2394235519
1001,SiteB,BUBO,1,2012,2,2,5,2,1,1.40229870796
1002,SiteB,BUBO,2,2012,2,0,0,2,1,9.21025071296
1003,SiteB,BUBO,3,2012,0,1,1,4,2,2.08354690062
1004,SiteB,BUBO,4,2012,4,2,1,2,2,7.36413268152
1005,SiteB,BUBO,5,2012,6,4,3,7,3,4.77632633185
1006,SiteB,BUBO,6,2012,1,3,3,2,3,4.67171648835
1007,SiteB,BUBO,7,2012,2,1,1,1,3,6.6355471031
1008,SiteB,BUBO,8,2012,1,4,1,1,2,1.41670741505
1009,SiteB,BUBO,9,2012,2,3,1,1,4,6.17739968666
1010,SiteB,BUBO,10,2012,3,4,4,2,2,4.96721843169
1011,SiteB,BUBO,11,2012,3,5,1,3,2,0.986749314626
1012,SiteB,BUBO,12,2012,1,3,5,3,2,3.61416795449
1013,SiteB,BUBO,13,2012,2,2,1,0,4,1.2207703498
1014,SiteB,BUBO,14,2012,0,5,0,1,1,0.704694833271
1015,SiteB,BUBO,15,2012,2,0,3,3,1,3.04189036927
1016,SiteB,BUBO,16,2012,4,6,0,3,0,1.20516151948
1017,SiteB,BUBO,17,2012,3,1,3,2,1,4.1599254379
1018,SiteB,BUBO,18,2012,0,1,4,2,0,1.91288523384
1019,SiteB,BUBO,19,2012,3,0,3,5,3,1.69213731866
1020,SiteB,PSRE,0,2012,3,2,2,2,0,0.436345722461
1021,SiteB,PSRE,1,2012,2,2,1,1,4,4.64986813922
1022,SiteB,PSRE,2,2012,1,3,2,5,2,2.24634124284
1023,SiteB,PSRE,3,2012,2,1,2,4,4,4.52171492188
1024,SiteB,PSRE,4,2012,0,7,3,2,5,4.66566670934
1025,SiteB,PSRE,5,2012,5,1,3,2,1,17.0487556068
1026,SiteB,PSRE,6,2012,5,0,3,2,1,1.34923569526
1027,SiteB,PSRE,7,2012,0,0,2,2,3,13.724719017
1028,SiteB,PSRE,8,2012,0,2,0,4,0,0.833895063209
1029,SiteB,PSRE,9,2012,0,2,0,3,2,2.81477922036
1030,SiteB,PSRE,10,2012,0,0,2,1,1,2.72225946767
1031,SiteB,PSRE,11,2012,1,2,3,4,1,0.809386818159
1032,SiteB,PSRE,12,2012,0,0,1,1,1,1.9150239835
1033,SiteB,PSRE,13,2012,3,2,1,1,1,11.0255121191
1034,SiteB,PSRE,14,2012,5,2,1,2,5,0.649783740844
1035,SiteB,PSRE,15,2012,3,1,1,3,0,1.29767313998
1036,SiteB,PSRE,16,2012,2,0,2,0,2,2.49938054295
1037,SiteB,PSRE,17,2012,3,4,0,3,2,6.93732205314
1038,SiteB,PSRE,18,2012,0,0,2,0,1,2.67438216695
1039,SiteB,PSRE,19,2012,4,0,1,1,0,23.8046811244
1040,SiteB,RACA,0,2012,3,2,4,0,3,2.19552276211
1041,SiteB,RACA,1,2012,1,1,4,2,2,0.926729007253
1042,SiteB,RACA,2,2012,2,3,3,6,1,3.20099546874
1043,SiteB,RACA,3,2012,1,2,1,2,1,1.86129214474
1044,SiteB,RACA,4,2012,0,2,3,0,4,9.78849577269
1045,SiteB,RACA,5,2012,1,4,0,1,1,3.61099003609
1046,SiteB,RACA,6,2012,3,3,5,3,4,1.34389004226
1047,SiteB,RACA,7,2012,0,4,3,1,3,1.4671475586
1048,SiteB,RACA,8,2012,1,2,3,1,2,4.74969858198
1049,SiteB,RACA,9,2012,2,4,4,0,1,1.6930804302
1050,SiteB,RACA,10,2012,1,1,1,1,1,1.81161831501
1051,SiteB,RACA,11,2012,4,1,1,4,2,4.42595865155
1052,SiteB,RACA,12,2012,1,1,0,1,2,0.985355259478
1053,SiteB,RACA,13,2012,4,5,2,2,2,1.18664483467
1054,SiteB,RACA,14,2012,1,2,0,4,3,12.4597942055
1055,SiteB,RACA,15,2012,2,0,3,4,1,1.38808796735
1056,SiteB,RACA,16,2012,3,2,2,2,0,3.09460564951
1057,SiteB,RACA,17,2012,3,4,1,4,1,12.2568455534
1058,SiteB,RACA,18,2012,1,5,0,3,0,2.61757735696
1059,SiteB,RACA,19,2012,1,0,1,1,2,4.95063117996
1060,SiteB,TATO,0,2012,0,2,1,1,1,2.71021430052
1061,SiteB,TATO,1,2012,1,2,3,0,1,8.05022669428
1062,SiteB,TATO,2,2012,2,6,0,2,2,1.65127476044
1063,SiteB,TATO,3,2012,3,1,0,2,2,1.73588862682
1064,SiteB,TATO,4,2012,4,1,3,2,5,18.3486900447
1065,SiteB,TATO,5,2012,3,4,6,5,2,1.06377533258
1066,SiteB,TATO,6,2012,1,1,2,4,1,8.6676540016
1067,SiteB,TATO,7,2012,4,1,3,3,1,3.57042966591
1068,SiteB,TATO,8,2012,2,3,0,2,0,4.22775408268
1069,SiteB,TATO,9,2012,3,2,7,1,2,3.5983320672
1070,SiteB,TATO,10,2012,1,1,4,2,1,2.08146534999
1071,SiteB,TATO,11,2012,0,1,3,1,0,2.34028686578
1072,SiteB,TATO,12,2012,0,1,2,3,1,48.4751698654
1073,SiteB,TATO,13,2012,3,1,1,3,4,1.35868804237
1074,SiteB,TATO,14,2012,2,1,1,2,0,1.88133299186
1075,SiteB,TATO,15,2012,4,3,1,0,1,4.67751599188
1076,SiteB,TATO,16,2012,5,2,4,5,0,5.50843580522
1077,SiteB,TATO,17,2012,1,5,1,6,2,4.15559721842
1078,SiteB,TATO,18,2012,1,2,1,0,2,0.622457248543
1079,SiteB,TATO,19,2012,0,1,3,3,1,1.84391833066
1080,SiteB,TAGR,0,2012,2,1,2,5,3,1.89062058346
1081,SiteB,TAGR,1,2012,1,2,1,2,3,2.11940168874
1082,SiteB,TAGR,2,2012,0,2,0,2,1,2.84915227843
1083,SiteB,TAGR,3,2012,1,5,2,4,1,0.640532552885
1084,SiteB,TAGR,4,2012,1,1,2,2,0,0.787037451004
1085,SiteB,TAGR,5,2012,2,1,1,2,1,1.28777020868
1086,SiteB,TAGR,6,2012,1,3,3,0,3,3.06624277304
1087,SiteB,TAGR,7,2012,4,2,4,1,0,0.983738208299
1088,SiteB,TAGR,8,2012,2,2,2,2,1,1.51276132787
1089,SiteB,TAGR,9,2012,4,1,1,1,3,3.81092839642
1090,SiteB,TAGR,10,2012,2,2,2,1,2,4.69767507521
1091,SiteB,TAGR,11,2012,2,3,4,2,2,2.98241831047
1092,SiteB,TAGR,12,2012,1,1,2,4,4,3.66559012366
1093,SiteB,TAGR,13,2012,5,3,1,4,1,1.48731942998
1094,SiteB,TAGR,14,2012,2,1,3,1,1,7.20705734695
1095,SiteB,TAGR,15,2012,2,1,0,3,2,7.46577541921
1096,SiteB,TAGR,16,2012,1,1,3,3,0,3.29195465462
1097,SiteB,TAGR,17,2012,4,0,0,0,2,4.26693378353
1098,SiteB,TAGR,18,2012,0,2,3,2,6,2.12084748538
1099,SiteB,TAGR,19,2012,6,0,2,3,3,2.47051107676
1100,SiteC,BUBO,0,2012,2,1,2,3,1,0.712272632264
1101,SiteC,BUBO,1,2012,1,5,5,2,3,6.84876645002
1102,SiteC,BUBO,2,2012,3,1,2,1,2,2.20542127464
1103,SiteC,BUBO,3,2012,1,3,0,1,1,5.06695083234
1104,SiteC,BUBO,4,2012,2,3,2,2,4,3.09386313501
1105,SiteC,BUBO,5,2012,2,2,3,3,0,22.1517349164
1106,SiteC,BUBO,6,2012,2,1,0,2,0,1.87010877316
1107,SiteC,BUBO,7,2012,1,1,1,0,5,1.22843910139
1108,SiteC,BUBO,8,2012,3,0,2,2,3,2.63218407257
1109,SiteC,BUBO,9,2012,5,3,6,3,2,3.62320664213
1110,SiteC,BUBO,10,2012,2,2,0,2,3,3.70242480368
1111,SiteC,BUBO,11,2012,1,1,1,3,1,0.390970533368
1112,SiteC,BUBO,12,2012,1,2,2,1,2,1.81361450366
1113,SiteC,BUBO,13,2012,3,5,4,3,2,5.00355358632
1114,SiteC,BUBO,14,2012,3,5,1,0,0,8.82906289834
1115,SiteC,BUBO,15,2012,1,2,3,2,2,16.1320405501
1116,SiteC,BUBO,16,2012,2,4,0,2,0,7.20314252829
1117,SiteC,BUBO,17,2012,1,5,3,1,2,2.43984277721
1118,SiteC,BUBO,18,2012,4,3,1,2,0,0.375457858164
1119,SiteC,BUBO,19,2012,2,0,3,1,4,5.54846334533
1120,SiteC,PSRE,0,2012,2,0,2,1,1,13.9059758443
1121,SiteC,PSRE,1,2012,1,1,2,1,3,1.73431080747
1122,SiteC,PSRE,2,2012,2,4,2,2,2,1.61254672451
1123,SiteC,PSRE,3,2012,1,2,2,5,2,1.40595201005
1124,SiteC,PSRE,4,2012,4,2,2,1,0,1.51396578911
1125,SiteC,PSRE,5,2012,6,0,2,1,1,3.16712505417
1126,SiteC,PSRE,6,2012,1,1,1,5,5,0.768747136318
1127,SiteC,PSRE,7,2012,1,2,0,4,2,1.67744768078
1128,SiteC,PSRE,8,2012,2,6,0,0,1,32.3461570776
1129,SiteC,PSRE,9,2012,4,1,3,2,1,4.92180762476
1130,SiteC,PSRE,10,2012,5,0,3,3,1,3.95326523859
1131,SiteC,PSRE,11,2012,2,1,4,2,2,2.73034163575
1132,SiteC,PSRE,12,2012,0,3,0,2,2,2.85532605752
1133,SiteC,PSRE,13,2012,3,4,2,2,2,3.13722575237
1134,SiteC,PSRE,14,2012,1,1,3,1,2,1.43754863726
1135,SiteC,PSRE,15,2012,0,1,3,1,2,0.496020004787
1136,SiteC,PSRE,16,2012,3,1,1,5,4,7.15573959864
1137,SiteC,PSRE,17,2012,1,5,3,2,4,1.36005530032
1138,SiteC,PSRE,18,2012,2,1,0,1,3,1.30221641511
1139,SiteC,PSRE,19,2012,1,1,2,1,4,7.47422486185
1140,SiteC,RACA,0,2012,1,3,2,2,2,2.82568618252
1141,SiteC,RACA,1,2012,2,3,1,1,0,2.25319818049
1142,SiteC,RACA,2,2012,0,0,1,1,3,0.680891392738
1143,SiteC,RACA,3,2012,3,3,2,0,2,0.533756435201
1144,SiteC,RACA,4,2012,2,1,3,2,3,0.92517317028
1145,SiteC,RACA,5,2012,1,1,2,0,1,1.9863719796
1146,SiteC,RACA,6,2012,5,1,2,2,5,9.29495654024
1147,SiteC,RACA,7,2012,0,3,1,2,3,0.745540259029
1148,SiteC,RACA,8,2012,4,5,2,1,1,5.97071786237
1149,SiteC,RACA,9,2012,5,1,0,0,4,15.0269903881
1150,SiteC,RACA,10,2012,2,3,2,2,3,5.10253682078
1151,SiteC,RACA,11,2012,0,0,1,4,2,7.57756710696
1152,SiteC,RACA,12,2012,1,0,2,5,5,0.396409111245
1153,SiteC,RACA,13,2012,0,1,3,2,5,12.8133226275
1154,SiteC,RACA,14,2012,1,3,1,2,5,2.15603886805
1155,SiteC,RACA,15,2012,2,0,2,3,1,8.20706009523
1156,SiteC,RACA,16,2012,0,2,1,4,1,2.606249068
1157,SiteC,RACA,17,2012,5,1,4,4,0,5.35304377199
1158,SiteC,RACA,18,2012,1,1,1,0,3,1.41106893719
1159,SiteC,RACA,19,2012,0,1,2,2,4,9.06703430737
1160,SiteC,TATO,0,2012,0,1,1,4,2,6.7315178784
1161,SiteC,TATO,1,2012,2,1,0,0,1,5.13225925993
1162,SiteC,TATO,2,2012,2,2,2,2,1,2.49741666008
1163,SiteC,TATO,3,2012,2,2,0,0,3,2.30083316897
1164,SiteC,TATO,4,2012,2,1,4,3,0,21.4769619621
1165,SiteC,TATO,5,2012,1,2,1,3,2,1.25533884698
1166,SiteC,TATO,6,2012,1,3,2,1,2,0.781993063864
1167,SiteC,TATO,7,2012,2,3,2,2,4,3.10154277959
1168,SiteC,TATO,8,2012,2,5,5,3,1,6.67817283506
1169,SiteC,TATO,9,2012,3,2,2,0,1,3.33111109881
1170,SiteC,TATO,10,2012,2,0,3,1,2,1.44798150802
1171,SiteC,TATO,11,2012,1,1,2,4,5,0.664266325273
1172,SiteC,TATO,12,2012,1,1,1,1,2,8.0416780182
1173,SiteC,TATO,13,2012,3,3,2,1,1,3.72300634663
1174,SiteC,TATO,14,2012,1,4,3,3,3,9.80575589681
1175,SiteC,TATO,15,2012,4,0,4,1,1,3.32713724632
1176,SiteC,TATO,16,2012,4,1,1,2,2,5.23221253929
1177,SiteC,TATO,17,2012,4,2,2,5,0,16.3864808115
1178,SiteC,TATO,18,2012,1,2,3,5,1,4.17974474462
1179,SiteC,TATO,19,2012,0,3,1,3,2,2.06433854417
1180,SiteC,TAGR,0,2012,2,1,1,2,4,1.68638327062
1181,SiteC,TAGR,1,2012,2,1,3,3,0,5.79814522587
1182,SiteC,TAGR,2,2012,3,2,3,2,1,3.88042880267
1183,SiteC,TAGR,3,2012,2,4,4,1,0,3.97479083707
1184,SiteC,TAGR,4,2012,4,1,2,0,0,8.39130122768
1185,SiteC,TAGR,5,2012,3,3,1,2,5,1.58364912955
1186,SiteC,TAGR,6,2012,2,2,1,1,0,3.03832922779
1187,SiteC,TAGR,7,2012,2,3,1,1,1,2.98439025498
1188,SiteC,TAGR,8,2012,1,3,2,3,0,1.09889921865
1189,SiteC,TAGR,9,2012,2,0,1,1,3,11.1361009696
1190,SiteC,TAGR,10,2012,1,3,2,1,5,2.24397695371
1191,SiteC,TAGR,11,2012,1,4,3,3,7,5.19791809154
1192,SiteC,TAGR,12,2012,2,1,1,0,1,4.09757443063
1193,SiteC,TAGR,13,2012,2,2,4,2,1,1.25289803078
1194,SiteC,TAGR,14,2012,3,5,3,1,1,3.32554646386
1195,SiteC,TAGR,15,2012,1,0,2,2,3,0.312807813769
1196,SiteC,TAGR,16,2012,1,0,1,0,4,3.89767612738
1197,SiteC,TAGR,17,2012,0,1,4,3,0,3.29356610891
1198,SiteC,TAGR,18,2012,1,1,2,0,1,4.1994799666
1199,SiteC,TAGR,19,2012,1,2,2,0,3,0.473743588394
1200,SiteA,BUBO,0,2013,2,3,2,0,3,0.710901276783
1201,SiteA,BUBO,1,2013,3,3,6,2,4,0.95257484768
1202,SiteA,BUBO,2,2013,3,3,0,1,2,6.80681288011
1203,SiteA,BUBO,3,2013,3,2,2,1,1,7.72707691776
1204,SiteA,BUBO,4,2013,1,1,1,0,0,3.57317573003
1205,SiteA,BUBO,5,2013,1,3,2,2,4,1.91042385959
1206,SiteA,BUBO,6,2013,3,5,3,1,0,0.578258156564
1207,SiteA,BUBO,7,2013,1,3,0,4,4,1.10916733329
1208,SiteA,BUBO,8,2013,3,4,1,0,2,1.06574387372
1209,SiteA,BUBO,9,2013,2,2,2,4,1,1.33642769625
1210,SiteA,BUBO,10,2013,2,2,3,1,2,3.95170371487
1211,SiteA,BUBO,11,2013,5,1,0,2,4,6.60440343896
1212,SiteA,BUBO,12,2013,2,0,1,6,1,6.35390320281
1213,SiteA,BUBO,13,2013,1,1,1,1,0,3.29099147531
1214,SiteA,BUBO,14,2013,2,2,0,0,1,3.31638347613
1215,SiteA,BUBO,15,2013,1,0,4,2,3,5.11375773696
1216,SiteA,BUBO,16,2013,4,3,6,1,0,3.65868085868
1217,SiteA,BUBO,17,2013,0,3,3,2,1,5.48905167031
1218,SiteA,BUBO,18,2013,1,4,5,1,2,0.814786270485
1219,SiteA,BUBO,19,2013,1,1,3,3,0,2.05656865511
1220,SiteA,PSRE,0,2013,2,3,3,1,3,4.78568956464
1221,SiteA,PSRE,1,2013,3,2,0,3,0,3.88766000806
1222,SiteA,PSRE,2,2013,4,2,1,3,3,6.90647224545
1223,SiteA,PSRE,3,2013,2,1,1,2,1,7.36085977095
1224,SiteA,PSRE,4,2013,5,2,1,2,4,1.3023014716
1225,SiteA,PSRE,5,2013,0,3,3,4,1,1.33980969816
1226,SiteA,PSRE,6,2013,0,2,5,5,5,5.72427973465
1227,SiteA,PSRE,7,2013,3,2,1,1,5,2.60986062721
1228,SiteA,PSRE,8,2013,0,3,1,3,3,10.7958427931
1229,SiteA,PSRE,9,2013,2,2,3,1,0,1.11043324777
1230,SiteA,PSRE,10,2013,3,1,0,1,4,3.60553605331
1231,SiteA,PSRE,11,2013,4,0,1,3,0,2.96398947025
1232,SiteA,PSRE,12,2013,1,0,3,3,1,1.68000766937
1233,SiteA,PSRE,13,2013,3,2,6,2,2,2.9899893482
1234,SiteA,PSRE,14,2013,3,1,3,0,3,0.752309163891
1235,SiteA,PSRE,15,2013,2,3,2,0,2,5.01742284835
1236,SiteA,PSRE,16,2013,2,2,0,5,3,0.315259255282
